DatabaseName,LastDiffBackup,LastFileGroupBackup,LastFileGroupDiffBackup,LastFullBackup,LastLogBackup,LastPartialBackup,LastPartialDiffBackup,recovery_model_desc,ServerName
sql14,No Differential backups,No Filegroup backups,No Filegroup differentials,04/21/2016 14:33:22,No Log Backups,No Partial Backups,No Partial differentials,FULL,PA01WJSHURAK03\SQL14
